       |                                 Optimal                                  |                              Naive                               |                                                                           Info
Boost  |  Pulp  = Time  =max( Time0 , Time1 , Time2 , Time3 )  Rep    CPU  LPTime |  Time  =max( Time0 , Time1 , Time2 , Time3 )  Rep    CPU  LPTime | GPU   T_L   T_R   T_C  LOG
 98.02 |   44.36=  44.36=max(  44.36,  44.36,  44.36,  44.36)   0.00  0.00  15.85 |   45.25=max(  45.24,  45.22,  45.25,  45.23)   0.00  0.00  10.88 | 19GB  1.00 23.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 98.33 |   44.98=  44.98=max(  44.98,  44.98,  44.98,  44.98)   0.00  0.00  16.65 |   45.75=max(  45.73,  45.72,  45.75,  45.73)   0.00  0.00  10.59 | 19GB  1.00 24.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 98.62 |   45.61=  45.61=max(  45.61,  45.61,  45.61,  45.61)   0.00  0.00  17.09 |   46.24=max(  46.23,  46.22,  46.24,  46.23)   0.00  0.00  10.83 | 19GB  1.00 25.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 99.23 |   46.38=  46.38=max(  46.38,  46.38,  46.38,  46.38)   0.00  0.00  17.40 |   46.74=max(  46.72,  46.71,  46.74,  46.72)   0.00  0.00  11.01 | 19GB  1.00 26.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 99.19 |   46.85=  46.85=max(  46.85,  46.85,  46.85,  46.85)   0.00  0.00  16.36 |   47.24=max(  47.22,  47.21,  47.24,  47.22)   0.00  0.00  10.62 | 19GB  1.00 27.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 99.62 |   47.55=  47.55=max(  47.55,  47.55,  47.55,  47.55)   0.00  0.00  17.64 |   47.73=max(  47.71,  47.71,  47.73,  47.72)   0.00  0.00  10.34 | 19GB  1.00 28.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 99.83 |   48.15=  48.15=max(  48.15,  48.15,  48.15,  48.15)   0.00  0.00  17.59 |   48.23=max(  48.21,  48.20,  48.23,  48.21)   0.00  0.00  10.53 | 19GB  1.00 29.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 55.98 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  15.58 |   29.92=max(  29.91,  29.89,  29.92,  29.89)   0.00  0.00  10.72 | 21GB  1.00  1.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 58.34 |   17.67=  17.67=max(  17.67,  17.67,  17.67,  17.67)   0.00  0.00  17.04 |   30.29=max(  30.29,  30.27,  30.29,  30.27)   0.00  0.00  10.95 | 21GB  1.00  2.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 60.64 |   18.60=  18.60=max(  18.60,  18.60,  18.60,  18.60)   0.00  0.00  16.47 |   30.67=max(  30.66,  30.64,  30.67,  30.65)   0.00  0.00  10.53 | 21GB  1.00  3.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 62.87 |   19.52=  19.52=max(  19.52,  19.52,  19.52,  19.52)   0.00  0.00  17.24 |   31.05=max(  31.04,  31.02,  31.05,  31.02)   0.00  0.00  11.18 | 21GB  1.00  4.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 65.05 |   20.44=  20.44=max(  20.44,  20.44,  20.44,  20.44)   0.00  0.00  16.55 |   31.42=max(  31.41,  31.40,  31.42,  31.40)   0.00  0.00  11.52 | 21GB  1.00  5.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 67.19 |   21.36=  21.36=max(  21.36,  21.36,  21.36,  21.36)   0.00  0.00  16.54 |   31.80=max(  31.79,  31.77,  31.80,  31.77)   0.00  0.00  11.18 | 21GB  1.00  6.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 69.27 |   22.29=  22.29=max(  22.29,  22.29,  22.29,  22.29)   0.00  0.00  16.55 |   32.17=max(  32.16,  32.15,  32.17,  32.15)   0.00  0.00  10.93 | 21GB  1.00  7.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 71.28 |   23.20=  23.20=max(  23.20,  23.20,  23.20,  23.20)   0.00  0.00  16.94 |   32.55=max(  32.54,  32.52,  32.55,  32.53)   0.00  0.00  11.01 | 21GB  1.00  8.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 73.29 |   24.13=  24.13=max(  24.13,  24.13,  24.13,  24.13)   0.00  0.00  16.84 |   32.92=max(  32.91,  32.90,  32.92,  32.90)   0.00  0.00  10.76 | 21GB  1.00  9.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 75.24 |   25.05=  25.05=max(  25.05,  25.05,  25.05,  25.05)   0.00  0.00  16.58 |   33.30=max(  33.29,  33.27,  33.30,  33.28)   0.00  0.00  11.34 | 21GB  1.00 10.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 77.15 |   25.98=  25.98=max(  25.98,  25.98,  25.98,  25.98)   0.00  0.00  17.23 |   33.68=max(  33.66,  33.65,  33.68,  33.65)   0.00  0.00  10.75 | 21GB  1.00 11.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 78.99 |   26.90=  26.90=max(  26.90,  26.90,  26.90,  26.90)   0.00  0.00  16.18 |   34.05=max(  34.04,  34.03,  34.05,  34.03)   0.00  0.00  10.74 | 21GB  1.00 12.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 80.80 |   27.82=  27.82=max(  27.82,  27.82,  27.82,  27.82)   0.00  0.00  17.44 |   34.43=max(  34.41,  34.40,  34.43,  34.41)   0.00  0.00  10.56 | 21GB  1.00 13.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 82.58 |   28.74=  28.74=max(  28.74,  28.74,  28.74,  28.74)   0.00  0.00  17.15 |   34.80=max(  34.79,  34.78,  34.80,  34.78)   0.00  0.00  11.17 | 21GB  1.00 14.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 84.33 |   29.67=  29.67=max(  29.67,  29.67,  29.67,  29.67)   0.00  0.00  16.64 |   35.18=max(  35.17,  35.15,  35.18,  35.16)   0.00  0.00  11.01 | 21GB  1.00 15.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 85.76 |   30.49=  30.49=max(  30.49,  30.49,  30.49,  30.49)   0.00  0.00  17.23 |   35.56=max(  35.54,  35.53,  35.56,  35.53)   0.00  0.00  10.47 | 21GB  1.00 16.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 86.91 |   31.23=  31.23=max(  31.23,  31.23,  31.23,  31.23)   0.00  0.00  16.42 |   35.93=max(  35.92,  35.90,  35.93,  35.91)   0.00  0.00  11.11 | 21GB  1.00 17.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 88.06 |   31.97=  31.97=max(  31.97,  31.97,  31.97,  31.97)   0.00  0.00  16.95 |   36.31=max(  36.29,  36.28,  36.31,  36.29)   0.00  0.00  10.82 | 21GB  1.00 18.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 89.16 |   32.71=  32.71=max(  32.71,  32.71,  32.71,  32.71)   0.00  0.00  16.89 |   36.68=max(  36.67,  36.66,  36.68,  36.66)   0.00  0.00  10.52 | 21GB  1.00 19.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 90.24 |   33.44=  33.44=max(  33.44,  33.44,  33.44,  33.44)   0.00  0.00  16.88 |   37.06=max(  37.04,  37.03,  37.06,  37.04)   0.00  0.00  10.94 | 21GB  1.00 20.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 91.32 |   34.18=  34.18=max(  34.18,  34.18,  34.18,  34.18)   0.00  0.00  16.93 |   37.43=max(  37.42,  37.41,  37.43,  37.41)   0.00  0.00  11.17 | 21GB  1.00 21.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 92.33 |   34.91=  34.91=max(  34.91,  34.91,  34.91,  34.91)   0.00  0.00  15.64 |   37.81=max(  37.79,  37.78,  37.81,  37.79)   0.00  0.00  10.70 | 21GB  1.00 22.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 93.37 |   35.65=  35.65=max(  35.65,  35.65,  35.65,  35.65)   0.00  0.00  16.54 |   38.19=max(  38.17,  38.16,  38.19,  38.17)   0.00  0.00  11.20 | 21GB  1.00 23.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 94.36 |   36.39=  36.39=max(  36.39,  36.39,  36.39,  36.39)   0.00  0.00  17.20 |   38.56=max(  38.54,  38.53,  38.56,  38.54)   0.00  0.00  10.25 | 21GB  1.00 24.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 97.01 |   37.77=  37.77=max(  37.77,  37.77,  37.77,  37.77)   0.00  0.00  18.67 |   38.94=max(  38.92,  38.91,  38.94,  38.92)   0.00  0.00  11.01 | 21GB  1.00 25.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 96.30 |   37.86=  37.86=max(  37.86,  37.86,  37.86,  37.86)   0.00  0.00  16.13 |   39.31=max(  39.30,  39.29,  39.31,  39.29)   0.00  0.00  10.63 | 21GB  1.00 26.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 97.25 |   38.60=  38.60=max(  38.60,  38.60,  38.60,  38.60)   0.00  0.00  17.32 |   39.69=max(  39.67,  39.66,  39.69,  39.67)   0.00  0.00  11.13 | 21GB  1.00 27.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 98.22 |   39.35=  39.35=max(  39.35,  39.35,  39.35,  39.35)   0.00  0.00  16.80 |   40.06=max(  40.05,  40.04,  40.06,  40.05)   0.00  0.00  10.69 | 21GB  1.00 28.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 99.12 |   40.08=  40.08=max(  40.08,  40.08,  40.08,  40.08)   0.00  0.00  17.34 |   40.44=max(  40.42,  40.41,  40.44,  40.42)   0.00  0.00  11.01 | 21GB  1.00 29.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 65.26 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  16.17 |   25.66=max(  25.65,  25.64,  25.66,  25.64)   0.00  0.00  11.20 | 23GB  1.00  1.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 66.79 |   17.31=  17.31=max(  17.31,  17.31,  17.31,  17.31)   0.00  0.00  16.71 |   25.91=max(  25.90,  25.89,  25.91,  25.89)   0.00  0.00  10.70 | 23GB  1.00  2.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 68.28 |   17.86=  17.86=max(  17.86,  17.86,  17.86,  17.86)   0.00  0.00  16.45 |   26.16=max(  26.15,  26.14,  26.16,  26.14)   0.00  0.00  10.83 | 23GB  1.00  3.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 69.75 |   18.42=  18.42=max(  18.42,  18.42,  18.42,  18.42)   0.00  0.00  16.92 |   26.41=max(  26.40,  26.39,  26.41,  26.39)   0.00  0.00  10.63 | 23GB  1.00  4.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 71.18 |   18.98=  18.98=max(  18.98,  18.98,  18.98,  18.98)   0.00  0.00  16.88 |   26.66=max(  26.65,  26.64,  26.66,  26.64)   0.00  0.00  10.47 | 23GB  1.00  5.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 72.59 |   19.54=  19.54=max(  19.54,  19.54,  19.54,  19.54)   0.00  0.00  16.78 |   26.91=max(  26.90,  26.89,  26.91,  26.89)   0.00  0.00  10.87 | 23GB  1.00  6.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 73.97 |   20.09=  20.09=max(  20.09,  20.09,  20.09,  20.09)   0.00  0.00  16.76 |   27.16=max(  27.15,  27.14,  27.16,  27.14)   0.00  0.00  10.55 | 23GB  1.00  7.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 75.33 |   20.65=  20.65=max(  20.65,  20.65,  20.65,  20.65)   0.00  0.00  16.75 |   27.41=max(  27.40,  27.39,  27.41,  27.39)   0.00  0.00  11.06 | 23GB  1.00  8.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 76.66 |   21.21=  21.21=max(  21.21,  21.21,  21.21,  21.21)   0.00  0.00  16.41 |   27.66=max(  27.65,  27.64,  27.66,  27.64)   0.00  0.00  11.15 | 23GB  1.00  9.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 77.97 |   21.76=  21.76=max(  21.76,  21.76,  21.76,  21.76)   0.00  0.00  15.63 |   27.91=max(  27.90,  27.89,  27.91,  27.89)   0.00  0.00  10.80 | 23GB  1.00 10.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 79.29 |   22.33=  22.33=max(  22.33,  22.33,  22.33,  22.33)   0.00  0.00  16.36 |   28.16=max(  28.15,  28.14,  28.16,  28.14)   0.00  0.00  10.53 | 23GB  1.00 11.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 80.52 |   22.88=  22.88=max(  22.88,  22.88,  22.88,  22.88)   0.00  0.00  16.96 |   28.41=max(  28.40,  28.39,  28.41,  28.39)   0.00  0.00  10.67 | 23GB  1.00 12.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 81.77 |   23.43=  23.43=max(  23.43,  23.43,  23.43,  23.43)   0.00  0.00  16.80 |   28.66=max(  28.65,  28.64,  28.66,  28.64)   0.00  0.00  11.06 | 23GB  1.00 13.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 82.99 |   23.99=  23.99=max(  23.99,  23.99,  23.99,  23.99)   0.00  0.00  15.97 |   28.91=max(  28.89,  28.89,  28.91,  28.89)   0.00  0.00  10.80 | 23GB  1.00 14.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 84.19 |   24.55=  24.55=max(  24.55,  24.55,  24.55,  24.55)   0.00  0.00  17.02 |   29.16=max(  29.14,  29.14,  29.16,  29.14)   0.00  0.00  10.84 | 23GB  1.00 15.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 85.37 |   25.11=  25.11=max(  25.11,  25.11,  25.11,  25.11)   0.00  0.00  17.47 |   29.41=max(  29.39,  29.39,  29.41,  29.39)   0.00  0.00  10.66 | 23GB  1.00 16.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 86.52 |   25.66=  25.66=max(  25.66,  25.66,  25.66,  25.66)   0.00  0.00  17.21 |   29.66=max(  29.64,  29.64,  29.66,  29.64)   0.00  0.00  10.77 | 23GB  1.00 17.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 87.67 |   26.22=  26.22=max(  26.22,  26.22,  26.22,  26.22)   0.00  0.00  16.53 |   29.91=max(  29.89,  29.89,  29.91,  29.89)   0.00  0.00  10.94 | 23GB  1.00 18.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 88.79 |   26.78=  26.78=max(  26.78,  26.78,  26.78,  26.78)   0.00  0.00  17.64 |   30.16=max(  30.14,  30.14,  30.16,  30.14)   0.00  0.00  11.10 | 23GB  1.00 19.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 89.89 |   27.33=  27.33=max(  27.33,  27.33,  27.33,  27.33)   0.00  0.00  17.48 |   30.41=max(  30.39,  30.38,  30.41,  30.39)   0.00  0.00  10.66 | 23GB  1.00 20.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 90.98 |   27.89=  27.89=max(  27.89,  27.89,  27.89,  27.89)   0.00  0.00  16.68 |   30.66=max(  30.64,  30.63,  30.66,  30.64)   0.00  0.00  10.57 | 23GB  1.00 21.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 92.04 |   28.45=  28.45=max(  28.45,  28.45,  28.45,  28.45)   0.00  0.00  16.73 |   30.91=max(  30.89,  30.88,  30.91,  30.89)   0.00  0.00  10.71 | 23GB  1.00 22.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 93.09 |   29.01=  29.01=max(  29.01,  29.01,  29.01,  29.01)   0.00  0.00  17.22 |   31.16=max(  31.14,  31.13,  31.16,  31.14)   0.00  0.00  11.13 | 23GB  1.00 23.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 94.13 |   29.56=  29.56=max(  29.56,  29.56,  29.56,  29.56)   0.00  0.00  17.21 |   31.41=max(  31.39,  31.38,  31.41,  31.39)   0.00  0.00  10.60 | 23GB  1.00 24.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 95.14 |   30.12=  30.12=max(  30.12,  30.12,  30.12,  30.12)   0.00  0.00  16.85 |   31.66=max(  31.64,  31.63,  31.66,  31.64)   0.00  0.00  11.28 | 23GB  1.00 25.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 96.15 |   30.68=  30.68=max(  30.68,  30.68,  30.68,  30.68)   0.00  0.00  17.24 |   31.91=max(  31.89,  31.88,  31.91,  31.89)   0.00  0.00  10.83 | 23GB  1.00 26.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 97.13 |   31.23=  31.23=max(  31.23,  31.23,  31.23,  31.23)   0.00  0.00  15.78 |   32.16=max(  32.14,  32.13,  32.16,  32.14)   0.00  0.00  11.35 | 23GB  1.00 27.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 98.10 |   31.79=  31.79=max(  31.79,  31.79,  31.79,  31.79)   0.00  0.00  16.72 |   32.41=max(  32.39,  32.38,  32.41,  32.39)   0.00  0.00  11.14 | 23GB  1.00 28.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 99.06 |   32.35=  32.35=max(  32.35,  32.35,  32.35,  32.35)   0.00  0.00  16.43 |   32.66=max(  32.64,  32.63,  32.66,  32.64)   0.00  0.00  10.74 | 23GB  1.00 29.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 73.52 |   16.75=  16.75=max(  16.75,  16.75,  16.75,  16.74)   0.00  0.00  16.79 |   22.78=max(  22.77,  22.77,  22.78,  22.76)   0.00  0.00  10.84 | 25GB  1.00  1.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 74.64 |   17.13=  17.13=max(  17.13,  17.13,  17.13,  17.13)   0.00  0.00  17.17 |   22.95=max(  22.93,  22.93,  22.95,  22.92)   0.00  0.00  10.57 | 25GB  1.00  2.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 75.73 |   17.50=  17.50=max(  17.50,  17.50,  17.50,  17.50)   0.00  0.00  16.86 |   23.12=max(  23.10,  23.10,  23.12,  23.09)   0.00  0.00  11.00 | 25GB  1.00  3.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 76.79 |   17.88=  17.88=max(  17.88,  17.88,  17.88,  17.88)   0.00  0.00  15.97 |   23.28=max(  23.27,  23.27,  23.28,  23.26)   0.00  0.00  10.84 | 25GB  1.00  4.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 77.83 |   18.25=  18.25=max(  18.25,  18.25,  18.25,  18.25)   0.00  0.00  17.24 |   23.45=max(  23.44,  23.43,  23.45,  23.43)   0.00  0.00  10.97 | 25GB  1.00  5.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 78.86 |   18.63=  18.63=max(  18.63,  18.63,  18.63,  18.63)   0.00  0.00  16.24 |   23.62=max(  23.60,  23.60,  23.62,  23.59)   0.00  0.00  11.20 | 25GB  1.00  6.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 79.89 |   19.00=  19.00=max(  19.00,  19.00,  19.00,  19.00)   0.00  0.00  16.26 |   23.79=max(  23.77,  23.77,  23.79,  23.76)   0.00  0.00  10.67 | 25GB  1.00  7.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 80.89 |   19.38=  19.38=max(  19.38,  19.38,  19.38,  19.38)   0.00  0.00  16.82 |   23.95=max(  23.94,  23.93,  23.95,  23.93)   0.00  0.00  10.94 | 25GB  1.00  8.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 81.89 |   19.75=  19.75=max(  19.75,  19.75,  19.75,  19.75)   0.00  0.00  15.30 |   24.12=max(  24.10,  24.10,  24.12,  24.10)   0.00  0.00  11.17 | 25GB  1.00  9.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 82.87 |   20.13=  20.13=max(  20.13,  20.13,  20.13,  20.13)   0.00  0.00  16.75 |   24.29=max(  24.27,  24.27,  24.29,  24.26)   0.00  0.00  10.90 | 25GB  1.00 10.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
 83.84 |   20.50=  20.50=max(  20.50,  20.50,  20.50,  20.50)   0.00  0.00  16.94 |   24.45=max(  24.44,  24.43,  24.45,  24.43)   0.00  0.00  11.15 | 25GB  1.00 11.00 30.00 run-logs/part4-0/report_optimal_samgraph_cache_pinsage_kRandomWalk_uk-2006-05_cache_by_presample_1_cache_rate_000_batch_size_8000
